country	detected	healed	deceased	date
Marokko	5	0	1	11.03.20
Neuseeland	5	0	0	11.03.20
Paraguay	5	0	0	11.03.20
Senegal	4	1	0	11.03.20
Bangladesch	3	0	0	11.03.20
Kambodscha	3	1	0	11.03.20
Litauen	3	0	0	11.03.20
Martinique	3	0	0	11.03.20
Moldawien	3	0	0	11.03.20
Bolivien	2	0	0	11.03.20
Burkina Faso	2	0	0	11.03.20
Honduras	2	0	0	11.03.20
Kamerun	2	0	0	11.03.20
Nigeria	2	0	0	11.03.20
Sri Lanka	2	1	0	11.03.20
Andorra	1	0	0	11.03.20
Armenien	1	0	0	11.03.20
Bhutan	1	0	0	11.03.20
Demokratische Republik Kongo	1	0	0	11.03.20
Elfenbeinküste	1	0	0	11.03.20
Jamaica	1	0	0	11.03.20
Jordanien	1	0	0	11.03.20
Liechtenstein	1	0	0	11.03.20
Monaco	1	0	0	11.03.20
Mongolei	1	0	0	11.03.20
Nepal	1	1	0	11.03.20
Togo	1	0	0	11.03.20
Türkei	1	0	0	11.03.20
Ukraine	1	0	0	11.03.20
Vatikan	1	0	0	11.03.20
China	80932	62901	3172	12.03.20
Italien	12462	1045	827	12.03.20
Iran	10075	2959	429	12.03.20
Südkorea	7869	333	66	12.03.20
Deutschland	2745	25	6	12.03.20
Frankreich	2290	12	48	12.03.20
Spanien	2277	183	55	12.03.20
USA	1617	12	40	12.03.20
Kreuzfahrtschiffe und Sonstige	742	325	7	12.03.20
Norwegen	702	1	0	12.03.20
Schweiz	652	4	4	12.03.20
Japan	639	118	16	12.03.20
Dänemark	617	1	0	12.03.20
Schweden	599	1	1	12.03.20
Niederlande	503	0	5	12.03.20
Großbritannien	459	19	8	12.03.20
Belgien	314	1	3	12.03.20
Österreich	302	4	1	12.03.20
Katar	262	0	0	12.03.20
Bahrain	195	35	0	12.03.20
Singapur	178	96	0	12.03.20
Malaysia	149	26	0	12.03.20
Israel	131	4	0	12.03.20
Australien	128	21	3	12.03.20
Kanada	117	8	1	12.03.20
Island	103	1	0	12.03.20
Griechenland	99	0	1	12.03.20
Tschechien	94	0	0	12.03.20
Slowenien	89	0	0	12.03.20
Vereinigte Arabische Emirate	85	17	0	12.03.20
Kuwait	80	5	0	12.03.20
Indien	73	4	1	12.03.20
Irak	71	15	8	12.03.20
Thailand	70	34	1	12.03.20
San Marino	69	0	3	12.03.20
Ägypten	67	27	1	12.03.20
Libanon	61	1	3	12.03.20
Finnland	59	1	0	12.03.20
Portugal	59	0	0	12.03.20
Brasilien	52	0	0	12.03.20
Philippinen	52	2	2	12.03.20
Polen	49	0	1	12.03.20
Rumänien	49	6	0	12.03.20
Taiwan	49	20	1	12.03.20
Saudiarabien	45	1	0	12.03.20
Irland	43	0	1	12.03.20
Vietnam	39	16	0	12.03.20
Indonesien	34	2	1	12.03.20
Russland	28	3	0	12.03.20
Algerien	24	8	1	12.03.20
Georgien	24	0	0	12.03.20
Albanien	23	0	1	12.03.20
Chile	23	0	0	12.03.20
Costa Rica	22	0	0	12.03.20
Pakistan	20	2	0	12.03.20
Argentinien	19	0	1	12.03.20
Kroatien	19	0	0	12.03.20
Luxemburg	19	0	0	12.03.20
Serbien	19	0	0	12.03.20
Oman	18	9	0	12.03.20
Ecuador	17	0	0	12.03.20
Südafrika	17	0	0	12.03.20
Estland	16	0	0	12.03.20
Slowakei	16	0	0	12.03.20
Peru	15	0	0	12.03.20
Ungarn	13	0	0	12.03.20
Belarus	12	3	0	12.03.20
Mexiko	12	4	0	12.03.20
Aserbaidschan	11	3	0	12.03.20
Bosnien und Herzegowina	11	0	0	12.03.20
Brunei	11	0	0	12.03.20
Panama	11	0	1	12.03.20
Lettland	10	1	0	12.03.20
Kolumbien	9	0	0	12.03.20
Malediven	8	0	0	12.03.20
Afghanistan	7	0	0	12.03.20
Bulgarien	7	0	1	12.03.20
Nordmazedonien	7	0	0	12.03.20
Tunesien	7	0	0	12.03.20
Malta	6	0	0	12.03.20
Marokko	6	0	1	12.03.20
Zypern	6	0	0	12.03.20
Dominikanische Republik	5	0	0	12.03.20
Neuseeland	5	0	0	12.03.20
Paraguay	5	0	0	12.03.20
Armenien	4	0	0	12.03.20
Senegal	4	1	0	12.03.20
Bangladesch	3	0	0	12.03.20
Kambodscha	3	1	0	12.03.20
Kuba	3	0	0	12.03.20
Litauen	3	0	0	12.03.20
Martinique	3	0	0	12.03.20
Moldawien	3	0	0	12.03.20
Bolivien	2	0	0	12.03.20
Burkina Faso	2	0	0	12.03.20
Honduras	2	0	0	12.03.20
Jamaica	2	0	0	12.03.20
Kamerun	2	0	0	12.03.20
Monaco	2	0	0	12.03.20
Nigeria	2	0	0	12.03.20
Sri Lanka	2	1	0	12.03.20
Andorra	1	1	0	12.03.20
Bhutan	1	0	0	12.03.20
Demokratische Republik Kongo	1	0	0	12.03.20
Elfenbeinküste	1	0	0	12.03.20
Guyana	1	0	1	12.03.20
Jordanien	1	0	0	12.03.20
Liechtenstein	1	0	0	12.03.20
Mongolei	1	0	0	12.03.20
Nepal	1	1	0	12.03.20
Togo	1	0	0	12.03.20
Türkei	1	0	0	12.03.20
Ukraine	1	0	0	12.03.20
Vatikan	1	0	0	12.03.20
China	80945	64196	3180	13.03.20
Italien	17660	1439	1266	13.03.20
Iran	11364	2959	514	13.03.20
Südkorea	7979	510	66	13.03.20
Spanien	5232	193	133	13.03.20
Frankreich	3678	12	79	13.03.20
Deutschland	3675	46	8	13.03.20
USA	2133	12	47	13.03.20
Schweiz	1139	4	11	13.03.20
Norwegen	996	1	0	13.03.20
Schweden	814	1	1	13.03.20
Niederlande	806	0	10	13.03.20
Dänemark	804	1	0	13.03.20
Großbritannien	802	19	8	13.03.20
Kreuzfahrtschiffe und Sonstige	742	325	7	13.03.20
Japan	701	118	19	13.03.20
Belgien	559	1	3	13.03.20
Österreich	504	6	1	13.03.20
Katar	320	0	0	13.03.20
Australien	200	23	3	13.03.20
Singapur	200	97	0	13.03.20
Malaysia	197	26	0	13.03.20
Kanada	193	8	1	13.03.20
Griechenland	190	0	1	13.03.20
Bahrain	189	44	0	13.03.20
Israel	161	4	0	13.03.20
Finnland	155	1	0	13.03.20
Brasilien	151	0	0	13.03.20
Slowenien	141	0	0	13.03.20
Tschechien	141	0	0	13.03.20
Island	134	1	0	13.03.20
Portugal	112	1	0	13.03.20
Irak	101	24	9	13.03.20
Irland	90	0	1	13.03.20
Rumänien	89	7	0	13.03.20
Saudiarabien	86	1	0	13.03.20
Vereinigte Arabische Emirate	85	17	0	13.03.20
Indien	82	4	2	13.03.20
Ägypten	80	27	2	13.03.20
Kuwait	80	5	0	13.03.20
San Marino	80	0	5	13.03.20
Estland	79	0	0	13.03.20
Libanon	77	1	3	13.03.20
Thailand	75	35	1	13.03.20
Indonesien	69	2	4	13.03.20
Polen	68	0	2	13.03.20
Philippinen	64	2	5	13.03.20
Taiwan	50	20	1	13.03.20
Vietnam	47	16	0	13.03.20
Russland	45	3	0	13.03.20
Chile	43	0	0	13.03.20
Brunei	37	0	0	13.03.20
Serbien	35	0	0	13.03.20
Luxemburg	34	0	0	13.03.20
Albanien	33	0	1	13.03.20
Kroatien	32	1	0	13.03.20
Slowakei	32	0	0	13.03.20
Argentinien	31	0	2	13.03.20
Pakistan	28	2	0	13.03.20
Peru	28	0	0	13.03.20
Belarus	27	3	0	13.03.20
Panama	27	0	1	13.03.20
Algerien	26	8	2	13.03.20
Georgien	25	0	0	13.03.20
Südafrika	24	0	0	13.03.20
Bulgarien	23	0	1	13.03.20
Costa Rica	23	0	0	13.03.20
Oman	19	9	0	13.03.20
Ungarn	19	0	0	13.03.20
Ecuador	17	0	0	13.03.20
Lettland	17	1	0	13.03.20
Tunesien	16	0	0	13.03.20
Aserbaidschan	15	3	1	13.03.20
Nordmazedonien	14	1	0	13.03.20
Zypern	14	0	0	13.03.20
Bosnien und Herzegowina	13	0	0	13.03.20
Kolumbien	13	0	0	13.03.20
Malta	12	1	0	13.03.20
Mexiko	12	4	0	13.03.20
Senegal	10	1	0	13.03.20
Malediven	9	0	0	13.03.20
Armenien	8	0	0	13.03.20
Jamaica	8	0	0	13.03.20
Afghanistan	7	0	0	13.03.20
Marokko	7	1	1	13.03.20
Litauen	6	0	0	13.03.20
Moldawien	6	0	0	13.03.20
Paraguay	6	0	0	13.03.20
Sri Lanka	6	1	0	13.03.20
Dominikanische Republik	5	0	0	13.03.20
Kambodscha	5	1	0	13.03.20
Neuseeland	5	0	0	13.03.20
Türkei	5	0	0	13.03.20
Kasachstan	4	0	0	13.03.20
Kuba	4	0	0	13.03.20
Bangladesch	3	0	0	13.03.20
Bolivien	3	0	0	13.03.20
Martinique	3	0	0	13.03.20
Ukraine	3	0	1	13.03.20
Burkina Faso	2	0	0	13.03.20
Demokratische Republik Kongo	2	0	0	13.03.20
Honduras	2	0	0	13.03.20
Kamerun	2	0	0	13.03.20
Monaco	2	0	0	13.03.20
Nigeria	2	0	0	13.03.20
Andorra	1	0	0	13.03.20
Antigua und Barbuda	1	0	0	13.03.20
Äthiopien	1	0	0	13.03.20
Bhutan	1	0	0	13.03.20
Elfenbeinküste	1	0	0	13.03.20
Guinea	1	0	0	13.03.20
Guyana	1	0	1	13.03.20
Jordanien	1	1	0	13.03.20
Kenia	1	0	0	13.03.20
Liechtenstein	1	0	0	13.03.20
Mongolei	1	0	0	13.03.20
Nepal	1	1	0	13.03.20
Sudan	1	0	1	13.03.20
Togo	1	0	0	13.03.20
Vatikan	1	0	0	13.03.20
China	80977	65660	3193	14.03.20
Italien	21157	1966	1441	14.03.20
Iran	12729	2959	611	14.03.20
Südkorea	8086	510	72	14.03.20
Spanien	6391	517	195	14.03.20
Deutschland	4585	46	9	14.03.20
Frankreich	4487	12	91	14.03.20
USA	2681	12	54	14.03.20
Schweiz	1359	4	13	14.03.20
Großbritannien	1144	19	21	14.03.20
Norwegen	1090	1	3	14.03.20
Niederlande	962	2	12	14.03.20
Schweden	961	1	2	14.03.20
Dänemark	836	1	1	14.03.20
Japan	773	118	22	14.03.20
Kreuzfahrtschiffe und Sonstige	742	325	7	14.03.20
Belgien	689	1	4	14.03.20
Österreich	655	6	1	14.03.20
Katar	337	4	0	14.03.20
Australien	250	23	3	14.03.20
Malaysia	238	35	0	14.03.20
Griechenland	228	8	3	14.03.20
Finnland	225	1	0	14.03.20
Singapur	212	105	0	14.03.20
Bahrain	210	44	0	14.03.20
Kanada	198	8	1	14.03.20
Israel	193	4	0	14.03.20
Tschechien	189	0	0	14.03.20
Slowenien	181	0	1	14.03.20
Portugal	169	2	0	14.03.20
Island	156	1	0	14.03.20
Brasilien	151	0	0	14.03.20
Irland	129	0	2	14.03.20
Rumänien	123	9	0	14.03.20
Estland	115	0	0	14.03.20
Philippinen	111	2	8	14.03.20
Irak	110	26	10	14.03.20
Ägypten	109	27	2	14.03.20
Kuwait	104	5	0	14.03.20
Polen	103	0	3	14.03.20
Saudiarabien	103	1	0	14.03.20
Indien	102	4	2	14.03.20
Indonesien	96	8	5	14.03.20
Libanon	93	1	3	14.03.20
Vereinigte Arabische Emirate	85	17	0	14.03.20
Thailand	82	35	1	14.03.20
San Marino	80	4	5	14.03.20
Chile	61	0	0	14.03.20
Russland	59	8	0	14.03.20
Taiwan	53	20	1	14.03.20
Vietnam	53	16	0	14.03.20
Luxemburg	51	0	1	14.03.20
Serbien	46	0	0	14.03.20
Slowakei	44	0	0	14.03.20
Bulgarien	41	0	2	14.03.20
Brunei	40	0	0	14.03.20
Albanien	38	0	1	14.03.20
Kroatien	38	1	0	14.03.20
Peru	38	0	0	14.03.20
Südafrika	38	0	0	14.03.20
Algerien	37	12	3	14.03.20
Panama	36	0	1	14.03.20
Argentinien	34	1	2	14.03.20
Pakistan	31	2	0	14.03.20
Georgien	30	0	0	14.03.20
Ungarn	30	1	0	14.03.20
Ecuador	28	0	2	14.03.20
Belarus	27	3	0	14.03.20
Costa Rica	26	0	0	14.03.20
Lettland	26	1	0	14.03.20
Mexiko	26	4	0	14.03.20
Zypern	26	0	0	14.03.20
Kolumbien	22	0	0	14.03.20
Oman	19	9	0	14.03.20
Armenien	18	0	0	14.03.20
Bosnien und Herzegowina	18	0	0	14.03.20
Malta	18	1	0	14.03.20
Tunesien	18	0	0	14.03.20
Marokko	17	1	1	14.03.20
Aserbaidschan	15	3	1	14.03.20
Nordmazedonien	14	1	0	14.03.20
Moldawien	12	0	0	14.03.20
Afghanistan	11	0	0	14.03.20
Dominikanische Republik	11	0	0	14.03.20
Bolivien	10	0	0	14.03.20
Malediven	10	0	0	14.03.20
Senegal	10	1	0	14.03.20
Sri Lanka	10	1	0	14.03.20
Martinique	9	0	0	14.03.20
Jamaica	8	0	0	14.03.20
Litauen	8	0	0	14.03.20
Kambodscha	7	1	0	14.03.20
Kasachstan	6	0	0	14.03.20
Neuseeland	6	0	0	14.03.20
Paraguay	6	0	0	14.03.20
Türkei	5	0	0	14.03.20
Kuba	4	0	0	14.03.20
Liechtenstein	4	0	0	14.03.20
Uruguay	4	0	0	14.03.20
Bangladesch	3	0	0	14.03.20
Ghana	3	0	0	14.03.20
Ukraine	3	0	1	14.03.20
Burkina Faso	2	0	0	14.03.20
Demokratische Republik Kongo	2	0	0	14.03.20
Honduras	2	0	0	14.03.20
Kamerun	2	0	0	14.03.20
Monaco	2	0	0	14.03.20
Namibia	2	0	0	14.03.20
Nigeria	2	0	0	14.03.20
Seychellen	2	0	0	14.03.20
Trinidad und Tobago	2	0	0	14.03.20
Venezuela	2	0	0	14.03.20
Andorra	1	1	0	14.03.20
Antigua und Barbuda	1	0	0	14.03.20
Äthiopien	1	0	0	14.03.20
Bhutan	1	0	0	14.03.20
Elfenbeinküste	1	0	0	14.03.20
Eswatini	1	0	0	14.03.20
Gabon	1	0	0	14.03.20
Guatemala	1	0	0	14.03.20
Guinea	1	0	0	14.03.20
Guyana	1	0	1	14.03.20
Jordanien	1	1	0	14.03.20
Kenia	1	0	0	14.03.20
Mauretanien	1	0	0	14.03.20
Mongolei	1	0	0	14.03.20
Nepal	1	1	0	14.03.20
Ruanda	1	0	0	14.03.20
St. Lucia	1	0	0	14.03.20
St. Vincent und die Grenadinen	1	0	0	14.03.20
Sudan	1	0	1	14.03.20
Suriname	1	0	0	14.03.20
Togo	1	0	0	14.03.20
Vatikan	1	0	0	14.03.20
China	81003	67017	3203	15.03.20
Italien	24747	2335	1809	15.03.20
Iran	13938	4590	724	15.03.20
Südkorea	8162	510	75	15.03.20
Spanien	7798	517	289	15.03.20
Deutschland	5813	46	13	15.03.20
Frankreich	4523	12	91	15.03.20
USA	3453	12	63	15.03.20
Schweiz	2200	4	14	15.03.20
Norwegen	1221	1	3	15.03.20
Großbritannien	1145	19	21	15.03.20
Niederlande	1138	2	20	15.03.20
Schweden	1022	1	3	15.03.20
Belgien	886	1	4	15.03.20
Dänemark	875	1	2	15.03.20
Österreich	860	6	1	15.03.20
Japan	839	118	22	15.03.20
Kreuzfahrtschiffe und Sonstige	742	325	7	15.03.20
Malaysia	428	42	0	15.03.20
Katar	401	4	0	15.03.20
Griechenland	331	8	4	15.03.20
Australien	297	23	3	15.03.20
Tschechien	253	0	0	15.03.20
Kanada	252	8	1	15.03.20
Israel	251	4	0	15.03.20
Portugal	245	2	0	15.03.20
Finnland	244	10	0	15.03.20
Singapur	226	105	0	15.03.20
Slowenien	219	0	1	15.03.20
Bahrain	214	60	0	15.03.20
Estland	171	1	0	15.03.20
Island	171	8	5	15.03.20
Brasilien	162	0	0	15.03.20
Philippinen	140	2	11	15.03.20
Rumänien	131	9	0	15.03.20
Irland	129	0	2	15.03.20
Polen	119	0	3	15.03.20
Indonesien	117	8	5	15.03.20
Irak	116	26	10	15.03.20
Thailand	114	35	1	15.03.20
Indien	113	13	2	15.03.20
Kuwait	112	5	0	15.03.20
Ägypten	110	21	2	15.03.20
Libanon	110	1	3	15.03.20
Saudiarabien	103	1	0	15.03.20
San Marino	101	4	5	15.03.20
Vereinigte Arabische Emirate	98	23	0	15.03.20
Chile	74	0	0	15.03.20
Russland	63	8	0	15.03.20
Luxemburg	59	0	1	15.03.20
Taiwan	59	20	1	15.03.20
Vietnam	56	16	0	15.03.20
Slowakei	54	0	0	15.03.20
Pakistan	53	2	0	15.03.20
Bulgarien	51	0	2	15.03.20
Südafrika	51	0	0	15.03.20
Brunei	50	0	0	15.03.20
Kroatien	49	1	0	15.03.20
Algerien	48	12	4	15.03.20
Serbien	48	0	0	15.03.20
Argentinien	45	1	2	15.03.20
Panama	43	0	1	15.03.20
Peru	43	0	0	15.03.20
Albanien	42	0	1	15.03.20
Mexiko	41	4	0	15.03.20
Kolumbien	34	0	0	15.03.20
Georgien	33	0	0	15.03.20
Ungarn	32	1	1	15.03.20
Lettland	30	1	0	15.03.20
Ecuador	28	0	2	15.03.20
Marokko	28	1	1	15.03.20
Belarus	27	3	0	15.03.20
Costa Rica	27	0	0	15.03.20
Armenien	26	0	0	15.03.20
Zypern	26	0	0	15.03.20
Bosnien und Herzegowina	24	0	0	15.03.20
Senegal	24	1	0	15.03.20
Aserbaidschan	23	6	1	15.03.20
Moldawien	23	0	0	15.03.20
Oman	22	9	0	15.03.20
Malta	21	1	0	15.03.20
Sri Lanka	18	1	0	15.03.20
Tunesien	18	0	0	15.03.20
Afghanistan	16	0	0	15.03.20
Nordmazedonien	14	1	0	15.03.20
Malediven	13	0	0	15.03.20
Litauen	12	1	0	15.03.20
Dominikanische Republik	11	0	0	15.03.20
Bolivien	10	0	0	15.03.20
Jamaica	10	0	0	15.03.20
Venezuela	10	0	0	15.03.20
Kasachstan	9	0	0	15.03.20
Martinique	9	0	0	15.03.20
Jordanien	8	1	0	15.03.20
Neuseeland	8	0	0	15.03.20
Kambodscha	7	1	0	15.03.20
Ghana	6	0	0	15.03.20
Paraguay	6	0	0	15.03.20
Türkei	6	0	0	15.03.20
Bangladesch	5	0	0	15.03.20
Guyana	4	0	1	15.03.20
Kuba	4	0	0	15.03.20
Liechtenstein	4	0	0	15.03.20
Uruguay	4	0	0	15.03.20
Burkina Faso	3	0	0	15.03.20
Honduras	3	0	0	15.03.20
Kenia	3	0	0	15.03.20
Ukraine	3	0	1	15.03.20
Demokratische Republik Kongo	2	0	0	15.03.20
Kamerun	2	0	0	15.03.20
Kosovo	2	0	0	15.03.20
Monaco	2	0	0	15.03.20
Namibia	2	0	0	15.03.20
Nigeria	2	0	0	15.03.20
Seychellen	2	0	0	15.03.20
St. Lucia	2	0	0	15.03.20
Trinidad und Tobago	2	0	0	15.03.20
Andorra	1	1	0	15.03.20
Antigua und Barbuda	1	0	0	15.03.20
Äquatorialguinea	1	0	0	15.03.20
Äthiopien	1	0	0	15.03.20
Bhutan	1	0	0	15.03.20
Elfenbeinküste	1	0	0	15.03.20
Eswatini	1	0	0	15.03.20
Gabon	1	0	0	15.03.20
Guatemala	1	0	0	15.03.20
Guinea	1	0	0	15.03.20
Mauretanien	1	0	0	15.03.20
Mongolei	1	0	0	15.03.20
Nepal	1	1	0	15.03.20
Republik Kongo	1	0	0	15.03.20
Ruanda	1	0	0	15.03.20
St. Vincent und die Grenadinen	1	0	0	15.03.20
Sudan	1	0	1	15.03.20
Suriname	1	0	0	15.03.20
Togo	1	0	0	15.03.20
Usbekistan	1	0	0	15.03.20
Vatikan	1	0	0	15.03.20
Zentralafrikanische Republik	1	0	0	15.03.20
China	81033	67910	3217	16.03.20
Italien	27980	2749	2158	16.03.20
Iran	14991	4590	853	16.03.20
Spanien	9942	530	342	16.03.20
Südkorea	8236	1137	75	16.03.20
Deutschland	7272	67	17	16.03.20
Frankreich	6668	12	148	16.03.20
USA	4585	17	85	16.03.20
Schweiz	2200	4	14	16.03.20
Großbritannien	1551	21	56	16.03.20
Niederlande	1416	2	24	16.03.20
Norwegen	1333	1	3	16.03.20
Schweden	1103	1	6	16.03.20
Belgien	1058	1	5	16.03.20
Österreich	1018	6	3	16.03.20
Dänemark	933	1	3	16.03.20
Japan	825	144	27	16.03.20
Kreuzfahrtschiffe und Sonstige	743	325	7	16.03.20
Malaysia	566	42	0	16.03.20
Katar	439	4	0	16.03.20
Kanada	415	9	4	16.03.20
Australien	377	23	3	16.03.20
Griechenland	331	8	4	16.03.20
Portugal	331	3	0	16.03.20
Tschechien	298	3	0	16.03.20
Finnland	277	10	0	16.03.20
Israel	255	4	0	16.03.20
Slowenien	253	0	1	16.03.20
Singapur	243	109	0	16.03.20
Bahrain	214	77	1	16.03.20
Estland	205	1	0	16.03.20
Brasilien	200	1	0	16.03.20
Island	180	0	0	16.03.20
Polen	177	13	4	16.03.20
Irland	169	0	2	16.03.20
Rumänien	158	9	0	16.03.20
Chile	155	0	0	16.03.20
Ägypten	150	27	2	16.03.20
Thailand	147	35	1	16.03.20
Philippinen	142	2	12	16.03.20
Pakistan	136	2	0	16.03.20
Indonesien	134	8	5	16.03.20
Irak	124	26	10	16.03.20
Kuwait	123	9	0	16.03.20
Indien	119	13	2	16.03.20
Saudiarabien	118	2	0	16.03.20
San Marino	109	4	7	16.03.20
Libanon	99	1	3	16.03.20
Vereinigte Arabische Emirate	98	23	0	16.03.20
Russland	90	8	0	16.03.20
Peru	86	0	0	16.03.20
Luxemburg	77	0	1	16.03.20
Taiwan	67	20	1	16.03.20
Slowakei	63	0	0	16.03.20
Südafrika	62	0	0	16.03.20
Vietnam	61	16	0	16.03.20
Kroatien	57	2	0	16.03.20
Argentinien	56	1	2	16.03.20
Panama	55	0	1	16.03.20
Serbien	55	1	0	16.03.20
Algerien	54	12	4	16.03.20
Brunei	54	0	0	16.03.20
Kolumbien	54	0	0	16.03.20
Mexiko	53	4	0	16.03.20
Armenien	52	0	0	16.03.20
Bulgarien	52	0	2	16.03.20
Albanien	51	0	1	16.03.20
Ungarn	39	1	1	16.03.20
Ecuador	37	0	2	16.03.20
Belarus	36	3	0	16.03.20
Costa Rica	35	0	0	16.03.20
Lettland	34	1	0	16.03.20
Georgien	33	1	0	16.03.20
Zypern	33	0	0	16.03.20
Malta	30	2	0	16.03.20
Marokko	29	1	1	16.03.20
Sri Lanka	28	1	0	16.03.20
Bosnien und Herzegowina	25	0	0	16.03.20
Senegal	24	2	0	16.03.20
Moldawien	23	0	0	16.03.20
Oman	22	9	0	16.03.20
Afghanistan	21	1	0	16.03.20
Tunesien	20	0	0	16.03.20
Nordmazedonien	18	1	0	16.03.20
Türkei	18	0	0	16.03.20
Jordanien	17	1	0	16.03.20
Litauen	17	1	0	16.03.20
Venezuela	17	0	0	16.03.20
Aserbaidschan	15	6	1	16.03.20
Burkina Faso	15	0	0	16.03.20
Martinique	15	0	1	16.03.20
Malediven	13	0	0	16.03.20
Bolivien	11	0	0	16.03.20
Dominikanische Republik	11	0	0	16.03.20
Jamaica	10	2	0	16.03.20
Kasachstan	10	0	0	16.03.20
Bangladesch	8	2	0	16.03.20
Neuseeland	8	0	0	16.03.20
Paraguay	8	0	0	16.03.20
Uruguay	8	0	0	16.03.20
Kambodscha	7	1	0	16.03.20
Monaco	7	0	0	16.03.20
Ukraine	7	0	1	16.03.20
Ghana	6	0	0	16.03.20
Honduras	6	0	0	16.03.20
Usbekistan	6	0	0	16.03.20
Äthiopien	5	0	0	16.03.20
Ruanda	5	0	0	16.03.20
Guyana	4	0	1	16.03.20
Kamerun	4	0	0	16.03.20
Kuba	4	0	0	16.03.20
Liechtenstein	4	0	0	16.03.20
Trinidad und Tobago	4	0	0	16.03.20
Kenia	3	0	0	16.03.20
Seychellen	3	0	0	16.03.20
Andorra	2	1	0	16.03.20
Demokratische Republik Kongo	2	0	0	16.03.20
Guatemala	2	0	1	16.03.20
Kosovo	2	0	0	16.03.20
Namibia	2	0	0	16.03.20
Nigeria	2	0	0	16.03.20
St. Lucia	2	0	0	16.03.20
Antigua und Barbuda	1	0	0	16.03.20
Äquatorialguinea	1	0	0	16.03.20
Bahamas	1	0	0	16.03.20
Benin	1	0	0	16.03.20
Bhutan	1	0	0	16.03.20
Elfenbeinküste	1	0	0	16.03.20
Eswatini	1	0	0	16.03.20
Gabon	1	0	0	16.03.20
Guinea	1	0	0	16.03.20
Liberia	1	0	0	16.03.20
Mauretanien	1	0	0	16.03.20
Mongolei	1	0	0	16.03.20
Nepal	1	1	0	16.03.20
Republik Kongo	1	0	0	16.03.20
Somalia	1	0	0	16.03.20
St. Vincent und die Grenadinen	1	0	0	16.03.20
Sudan	1	0	1	16.03.20
Suriname	1	0	0	16.03.20
Tansania	1	0	0	16.03.20
Togo	1	0	0	16.03.20
Vatikan	1	0	0	16.03.20
Zentralafrikanische Republik	1	0	0	16.03.20
China	81058	68798	3230	17.03.20
Italien	31506	2941	2503	17.03.20
Iran	16169	5389	988	17.03.20
Spanien	11748	1028	533	17.03.20
Deutschland	9360	71	26	17.03.20
Südkorea	8320	1407	81	17.03.20
Frankreich	7699	12	148	17.03.20
USA	6374	17	108	17.03.20
Schweiz	2700	4	27	17.03.20
Großbritannien	1960	53	56	17.03.20
Niederlande	1711	2	43	17.03.20
Norwegen	1463	1	3	17.03.20
Österreich	1332	1	3	17.03.20
Belgien	1243	1	10	17.03.20
Schweden	1190	1	7	17.03.20
Dänemark	1025	1	4	17.03.20
Japan	878	144	29	17.03.20
Kreuzfahrtschiffe und Sonstige	743	325	7	17.03.20
Malaysia	673	49	2	17.03.20
Kanada	478	9	5	17.03.20
Australien	452	23	5	17.03.20
Portugal	448	3	1	17.03.20
Katar	439	4	0	17.03.20
Tschechien	396	3	0	17.03.20
Griechenland	387	8	5	17.03.20
Israel	337	11	0	17.03.20
Brasilien	321	2	1	17.03.20
Finnland	321	10	0	17.03.20
Slowenien	275	0	1	17.03.20
Singapur	266	114	0	17.03.20
Polen	238	13	5	17.03.20
Pakistan	236	2	0	17.03.20
Bahrain	228	81	1	17.03.20
Estland	225	1	0	17.03.20
Irland	223	5	2	17.03.20
Island	220	0	1	17.03.20
Chile	201	0	0	17.03.20
Ägypten	196	32	4	17.03.20
Philippinen	187	5	12	17.03.20
Rumänien	184	16	0	17.03.20
Thailand	177	41	1	17.03.20
Indonesien	172	8	5	17.03.20
Saudiarabien	171	6	0	17.03.20
Irak	154	32	11	17.03.20
Indien	142	14	3	17.03.20
Luxemburg	140	0	1	17.03.20
Kuwait	130	9	0	17.03.20
Libanon	120	3	3	17.03.20
Peru	117	1	0	17.03.20
Russland	114	8	0	17.03.20
San Marino	109	4	7	17.03.20
Vereinigte Arabische Emirate	98	23	0	17.03.20
Mexiko	82	4	0	17.03.20
Armenien	78	1	0	17.03.20
Taiwan	77	22	1	17.03.20
Slowakei	72	0	0	17.03.20
Panama	69	0	1	17.03.20
Argentinien	68	3	2	17.03.20
Bulgarien	67	0	2	17.03.20
Vietnam	66	16	0	17.03.20
Kolumbien	65	1	0	17.03.20
Kroatien	65	4	0	17.03.20
Serbien	65	1	0	17.03.20
Südafrika	62	0	0	17.03.20
Algerien	60	12	4	17.03.20
Ecuador	58	0	2	17.03.20
Brunei	56	0	0	17.03.20
Albanien	55	0	1	17.03.20
Ungarn	50	2	1	17.03.20
Lettland	49	1	0	17.03.20
Türkei	47	0	1	17.03.20
Zypern	46	0	0	17.03.20
Sri Lanka	44	1	0	17.03.20
Costa Rica	41	0	0	17.03.20
Andorra	39	1	0	17.03.20
Malta	38	2	0	17.03.20
Marokko	38	1	2	17.03.20
Belarus	36	3	0	17.03.20
Georgien	34	1	0	17.03.20
Jordanien	34	1	0	17.03.20
Kambodscha	33	1	0	17.03.20
Kasachstan	33	0	0	17.03.20
Venezuela	33	0	0	17.03.20
Moldawien	30	1	0	17.03.20
Uruguay	29	0	0	17.03.20
Aserbaidschan	28	6	1	17.03.20
Bosnien und Herzegowina	26	2	0	17.03.20
Nordmazedonien	26	1	0	17.03.20
Senegal	26	2	0	17.03.20
