country	detected	healed	deceased	date
Frankreich	14	11	1	25.02.20
Großbritannien	13	8	0	25.02.20
Vereinigte Arabische Emirate	13	4	0	25.02.20
Kanada	11	3	0	25.02.20
Kuwait	11	0	0	25.02.20
Spanien	6	2	0	25.02.20
Indien	3	3	0	25.02.20
Philippinen	3	1	1	25.02.20
Oman	2	0	0	25.02.20
Österreich	2	0	0	25.02.20
Russland	2	2	0	25.02.20
Afghanistan	1	0	0	25.02.20
Ägypten	1	0	0	25.02.20
Algerien	1	0	0	25.02.20
Belgien	1	1	0	25.02.20
Finnland	1	1	0	25.02.20
Irak	1	0	0	25.02.20
Israel	1	0	0	25.02.20
Kambodscha	1	1	0	25.02.20
Kroatien	1	0	0	25.02.20
Libanon	1	0	0	25.02.20
Nepal	1	1	0	25.02.20
Schweden	1	0	0	25.02.20
Schweiz	1	0	0	25.02.20
Sri Lanka	1	1	0	25.02.20
China	78166	30084	2717	26.02.20
Südkorea	1261	22	12	26.02.20
Kreuzfahrtschiffe und Sonstige	754	10	4	26.02.20
Italien	453	3	12	26.02.20
Japan	189	22	2	26.02.20
Iran	139	49	19	26.02.20
Singapur	93	62	0	26.02.20
Thailand	40	22	0	26.02.20
Bahrain	33	0	0	26.02.20
Taiwan	32	5	1	26.02.20
Kuwait	26	0	0	26.02.20
Malaysia	22	18	0	26.02.20
Deutschland	19	13	0	26.02.20
Frankreich	18	11	2	26.02.20
Vietnam	16	16	0	26.02.20
Australien	15	11	0	26.02.20
USA	15	6	0	26.02.20
Großbritannien	13	8	0	26.02.20
Spanien	13	2	0	26.02.20
Vereinigte Arabische Emirate	13	4	0	26.02.20
Kanada	11	3	0	26.02.20
Irak	5	0	0	26.02.20
Oman	4	0	0	26.02.20
Indien	3	3	0	26.02.20
Kroatien	3	0	0	26.02.20
Philippinen	3	1	1	26.02.20
Finnland	2	1	0	26.02.20
Israel	2	0	0	26.02.20
Libanon	2	0	0	26.02.20
Österreich	2	0	0	26.02.20
Pakistan	2	0	0	26.02.20
Russland	2	2	0	26.02.20
Schweden	2	0	0	26.02.20
Afghanistan	1	0	0	26.02.20
Ägypten	1	0	0	26.02.20
Algerien	1	0	0	26.02.20
Belgien	1	1	0	26.02.20
Brasilien	1	0	0	26.02.20
Georgien	1	0	0	26.02.20
Griechenland	1	0	0	26.02.20
Kambodscha	1	1	0	26.02.20
Nepal	1	1	0	26.02.20
Nordmazedonien	1	0	0	26.02.20
Norwegen	1	0	0	26.02.20
Rumänien	1	0	0	26.02.20
Schweiz	1	0	0	26.02.20
Sri Lanka	1	1	0	26.02.20
China	78600	32930	2746	27.02.20
Südkorea	1766	22	13	27.02.20
Kreuzfahrtschiffe und Sonstige	755	10	4	27.02.20
Italien	655	45	17	27.02.20
Iran	245	49	26	27.02.20
Japan	214	22	4	27.02.20
Singapur	93	62	0	27.02.20
Kuwait	43	0	0	27.02.20
Thailand	40	22	0	27.02.20
Frankreich	38	11	2	27.02.20
Bahrain	33	0	0	27.02.20
Taiwan	32	5	1	27.02.20
Deutschland	24	14	0	27.02.20
Malaysia	23	18	0	27.02.20
USA	16	6	0	27.02.20
Vietnam	16	16	0	27.02.20
Australien	15	11	0	27.02.20
Großbritannien	15	8	0	27.02.20
Spanien	15	2	0	27.02.20
Kanada	13	6	0	27.02.20
Vereinigte Arabische Emirate	13	4	0	27.02.20
Schweiz	8	0	0	27.02.20
Irak	7	0	0	27.02.20
Schweden	7	0	0	27.02.20
Oman	4	0	0	27.02.20
Griechenland	3	0	0	27.02.20
Indien	3	3	0	27.02.20
Israel	3	1	0	27.02.20
Kroatien	3	0	0	27.02.20
Österreich	3	0	0	27.02.20
Philippinen	3	1	1	27.02.20
Finnland	2	1	0	27.02.20
Libanon	2	0	0	27.02.20
Pakistan	2	0	0	27.02.20
Russland	2	2	0	27.02.20
Afghanistan	1	0	0	27.02.20
Ägypten	1	0	0	27.02.20
Algerien	1	0	0	27.02.20
Belgien	1	1	0	27.02.20
Brasilien	1	0	0	27.02.20
Dänemark	1	0	0	27.02.20
Estland	1	0	0	27.02.20
Georgien	1	0	0	27.02.20
Kambodscha	1	1	0	27.02.20
Nepal	1	1	0	27.02.20
Niederlande	1	0	0	27.02.20
Nordmazedonien	1	0	0	27.02.20
Norwegen	1	0	0	27.02.20
Rumänien	1	0	0	27.02.20
San Marino	1	0	0	27.02.20
Sri Lanka	1	1	0	27.02.20
China	78928	36329	2790	28.02.20
Südkorea	2337	22	13	28.02.20
Italien	888	46	21	28.02.20
Kreuzfahrtschiffe und Sonstige	757	10	6	28.02.20
Iran	388	73	34	28.02.20
Japan	228	22	4	28.02.20
Singapur	93	62	0	28.02.20
Frankreich	57	11	2	28.02.20
Deutschland	53	14	0	28.02.20
Kuwait	45	0	0	28.02.20
Thailand	41	28	0	28.02.20
Bahrain	36	0	0	28.02.20
Taiwan	34	6	1	28.02.20
Spanien	32	2	0	28.02.20
Malaysia	23	18	0	28.02.20
Großbritannien	20	8	0	28.02.20
Vereinigte Arabische Emirate	19	5	0	28.02.20
USA	16	7	0	28.02.20
Vietnam	16	16	0	28.02.20
Australien	15	11	0	28.02.20
Kanada	14	6	0	28.02.20
Schweiz	8	0	0	28.02.20
Irak	7	0	0	28.02.20
Schweden	7	0	0	28.02.20
Norwegen	6	0	0	28.02.20
Kroatien	5	0	0	28.02.20
Griechenland	4	0	0	28.02.20
Israel	4	1	0	28.02.20
Oman	4	0	0	28.02.20
Indien	3	3	0	28.02.20
Österreich	3	0	0	28.02.20
Philippinen	3	1	1	28.02.20
Rumänien	3	0	0	28.02.20
Finnland	2	1	0	28.02.20
Libanon	2	0	0	28.02.20
Pakistan	2	0	0	28.02.20
Russland	2	2	0	28.02.20
Afghanistan	1	0	0	28.02.20
Ägypten	1	1	0	28.02.20
Algerien	1	0	0	28.02.20
Belarus	1	0	0	28.02.20
Belgien	1	1	0	28.02.20
Brasilien	1	0	0	28.02.20
Dänemark	1	0	0	28.02.20
Estland	1	0	0	28.02.20
Georgien	1	0	0	28.02.20
Island	1	0	0	28.02.20
Kambodscha	1	1	0	28.02.20
Litauen	1	0	0	28.02.20
Mexiko	1	0	0	28.02.20
Nepal	1	1	0	28.02.20
Neuseeland	1	0	0	28.02.20
Niederlande	1	0	0	28.02.20
Nigeria	1	0	0	28.02.20
Nordmazedonien	1	0	0	28.02.20
San Marino	1	0	0	28.02.20
Sri Lanka	1	1	0	28.02.20
China	79356	39320	2837	29.02.20
Südkorea	3150	27	16	29.02.20
Italien	1128	46	29	29.02.20
Kreuzfahrtschiffe und Sonstige	749	10	6	29.02.20
Iran	593	123	43	29.02.20
Japan	241	32	5	29.02.20
Singapur	102	72	0	29.02.20
Frankreich	100	12	2	29.02.20
Deutschland	66	14	0	29.02.20
Kuwait	45	0	0	29.02.20
Spanien	45	2	0	29.02.20
Thailand	42	28	0	29.02.20
Bahrain	41	0	0	29.02.20
Taiwan	39	9	1	29.02.20
Australien	25	11	0	29.02.20
Malaysia	25	18	0	29.02.20
USA	24	7	1	29.02.20
Großbritannien	23	8	0	29.02.20
Vereinigte Arabische Emirate	21	5	0	29.02.20
Kanada	20	6	0	29.02.20
Schweiz	18	0	0	29.02.20
Vietnam	16	16	0	29.02.20
Norwegen	15	0	0	29.02.20
Irak	13	0	0	29.02.20
Schweden	12	0	0	29.02.20
Österreich	9	0	0	29.02.20
Israel	7	1	0	29.02.20
Kroatien	6	0	0	29.02.20
Niederlande	6	0	0	29.02.20
Oman	6	1	0	29.02.20
Griechenland	4	0	0	29.02.20
Libanon	4	0	0	29.02.20
Mexiko	4	0	0	29.02.20
Pakistan	4	0	0	29.02.20
Dänemark	3	0	0	29.02.20
Finnland	3	1	0	29.02.20
Indien	3	3	0	29.02.20
Philippinen	3	1	1	29.02.20
Rumänien	3	0	0	29.02.20
Brasilien	2	0	0	29.02.20
Russland	2	2	0	29.02.20
Afghanistan	1	0	0	29.02.20
Ägypten	1	1	0	29.02.20
Algerien	1	0	0	29.02.20
Belarus	1	0	0	29.02.20
Belgien	1	1	0	29.02.20
Estland	1	0	0	29.02.20
Georgien	1	0	0	29.02.20
Irland	1	0	0	29.02.20
Island	1	0	0	29.02.20
Kambodscha	1	1	0	29.02.20
Katar	1	0	0	29.02.20
Litauen	1	0	0	29.02.20
Luxemburg	1	0	0	29.02.20
Monaco	1	0	0	29.02.20
Nepal	1	1	0	29.02.20
Neuseeland	1	0	0	29.02.20
Nigeria	1	0	0	29.02.20
Nordmazedonien	1	0	0	29.02.20
San Marino	1	0	0	29.02.20
Sri Lanka	1	1	0	29.02.20
China	79932	42162	2872	01.03.20
Südkorea	3736	30	17	01.03.20
Italien	1694	83	34	01.03.20
Iran	978	175	54	01.03.20
Kreuzfahrtschiffe und Sonstige	749	10	6	01.03.20
Japan	256	32	6	01.03.20
Frankreich	130	12	2	01.03.20
Deutschland	117	14	0	01.03.20
Singapur	106	72	0	01.03.20
Spanien	84	2	0	01.03.20
Bahrain	47	0	0	01.03.20
Kuwait	45	0	0	01.03.20
Thailand	42	28	1	01.03.20
Taiwan	40	9	1	01.03.20
Großbritannien	36	8	0	01.03.20
USA	30	7	1	01.03.20
Malaysia	29	18	0	01.03.20
Australien	27	11	1	01.03.20
Schweiz	27	0	0	01.03.20
Kanada	24	6	0	01.03.20
Vereinigte Arabische Emirate	21	5	0	01.03.20
Irak	19	0	0	01.03.20
Norwegen	19	0	0	01.03.20
Vietnam	16	16	0	01.03.20
Österreich	14	0	0	01.03.20
Schweden	14	0	0	01.03.20
Israel	10	1	0	01.03.20
Libanon	10	0	0	01.03.20
Niederlande	10	0	0	01.03.20
Griechenland	7	0	0	01.03.20
Kroatien	7	0	0	01.03.20
Ecuador	6	0	0	01.03.20
Finnland	6	1	0	01.03.20
Oman	6	1	0	01.03.20
Mexiko	5	0	0	01.03.20
Dänemark	4	0	0	01.03.20
Pakistan	4	0	0	01.03.20
Aserbaidschan	3	0	0	01.03.20
Georgien	3	0	0	01.03.20
Indien	3	3	0	01.03.20
Island	3	0	0	01.03.20
Katar	3	0	0	01.03.20
Philippinen	3	1	1	01.03.20
Rumänien	3	0	0	01.03.20
Tschechien	3	0	0	01.03.20
Ägypten	2	1	0	01.03.20
Belgien	2	1	0	01.03.20
Brasilien	2	0	0	01.03.20
Russland	2	2	0	01.03.20
Afghanistan	1	0	0	01.03.20
Algerien	1	0	0	01.03.20
Armenien	1	0	0	01.03.20
Belarus	1	0	0	01.03.20
Dominikanische Republik	1	0	0	01.03.20
Estland	1	0	0	01.03.20
Irland	1	0	0	01.03.20
Kambodscha	1	1	0	01.03.20
Litauen	1	0	0	01.03.20
Luxemburg	1	0	0	01.03.20
Monaco	1	0	0	01.03.20
Nepal	1	1	0	01.03.20
Neuseeland	1	0	0	01.03.20
Nigeria	1	0	0	01.03.20
Nordmazedonien	1	0	0	01.03.20
San Marino	1	0	0	01.03.20
Sri Lanka	1	1	0	01.03.20
China	80136	44854	2914	02.03.20
Südkorea	4335	30	28	02.03.20
Italien	2036	149	52	02.03.20
Iran	1501	291	66	02.03.20
Kreuzfahrtschiffe und Sonstige	750	10	6	02.03.20
Japan	274	32	6	02.03.20
Frankreich	191	12	3	02.03.20
Deutschland	150	14	0	02.03.20
Spanien	120	2	0	02.03.20
Singapur	108	78	0	02.03.20
Kuwait	56	0	0	02.03.20
USA	53	7	6	02.03.20
Bahrain	49	0	0	02.03.20
Thailand	43	31	1	02.03.20
Schweiz	42	0	0	02.03.20
Taiwan	41	12	1	02.03.20
Großbritannien	40	8	0	02.03.20
Australien	30	11	1	02.03.20
Malaysia	29	18	0	02.03.20
Kanada	27	6	0	02.03.20
Irak	26	0	0	02.03.20
Norwegen	25	0	0	02.03.20
Vereinigte Arabische Emirate	21	5	0	02.03.20
Niederlande	18	0	0	02.03.20
Österreich	18	0	0	02.03.20
Vietnam	16	16	0	02.03.20
Schweden	15	0	0	02.03.20
Libanon	13	0	0	02.03.20
Israel	10	1	0	02.03.20
Belgien	8	1	0	02.03.20
San Marino	8	0	0	02.03.20
Griechenland	7	0	0	02.03.20
Kroatien	7	0	0	02.03.20
Ecuador	6	0	0	02.03.20
Finnland	6	1	0	02.03.20
Island	6	0	0	02.03.20
Oman	6	1	0	02.03.20
Indien	5	3	0	02.03.20
Mexiko	5	0	0	02.03.20
Dänemark	4	0	0	02.03.20
Pakistan	4	0	0	02.03.20
Algerien	3	0	0	02.03.20
Aserbaidschan	3	0	0	02.03.20
Georgien	3	0	0	02.03.20
Katar	3	0	0	02.03.20
Philippinen	3	1	1	02.03.20
Rumänien	3	0	0	02.03.20
Russland	3	2	0	02.03.20
Tschechien	3	0	0	02.03.20
Ägypten	2	1	0	02.03.20
Brasilien	2	0	0	02.03.20
Indonesien	2	0	0	02.03.20
Portugal	2	0	0	02.03.20
Afghanistan	1	0	0	02.03.20
Andorra	1	0	0	02.03.20
Armenien	1	0	0	02.03.20
Belarus	1	0	0	02.03.20
Dominikanische Republik	1	0	0	02.03.20
Estland	1	0	0	02.03.20
Irland	1	0	0	02.03.20
Kambodscha	1	1	0	02.03.20
Lettland	1	0	0	02.03.20
Litauen	1	0	0	02.03.20
Luxemburg	1	0	0	02.03.20
Marokko	1	0	0	02.03.20
Monaco	1	0	0	02.03.20
Nepal	1	1	0	02.03.20
Neuseeland	1	0	0	02.03.20
Nigeria	1	0	0	02.03.20
Nordmazedonien	1	0	0	02.03.20
Saudiarabien	1	0	0	02.03.20
Senegal	1	0	0	02.03.20
Sri Lanka	1	1	0	02.03.20
China	80261	47450	2947	03.03.20
Südkorea	5186	30	28	03.03.20
Italien	2502	160	79	03.03.20
Iran	2336	291	77	03.03.20
Kreuzfahrtschiffe und Sonstige	751	10	6	03.03.20
Japan	293	43	6	03.03.20
Frankreich	204	12	4	03.03.20
Deutschland	188	14	0	03.03.20
Spanien	165	2	1	03.03.20
Singapur	110	78	0	03.03.20
USA	73	7	7	03.03.20
Kuwait	56	0	0	03.03.20
Schweiz	56	2	0	03.03.20
Großbritannien	51	8	0	03.03.20
Bahrain	49	0	0	03.03.20
Thailand	43	31	1	03.03.20
Taiwan	42	12	1	03.03.20
Australien	39	11	1	03.03.20
Malaysia	36	22	0	03.03.20
Irak	32	0	0	03.03.20
Norwegen	32	0	0	03.03.20
Kanada	30	6	0	03.03.20
Vereinigte Arabische Emirate	27	5	0	03.03.20
Niederlande	24	0	0	03.03.20
Österreich	21	0	0	03.03.20
Schweden	21	0	0	03.03.20
Vietnam	16	16	0	03.03.20
Belgien	13	1	0	03.03.20
Libanon	13	0	0	03.03.20
Israel	12	1	0	03.03.20
Oman	12	2	0	03.03.20
Island	11	0	0	03.03.20
San Marino	10	0	1	03.03.20
Kroatien	9	0	0	03.03.20
Ecuador	7	0	0	03.03.20
Griechenland	7	0	0	03.03.20
Katar	7	0	0	03.03.20
Dänemark	6	0	0	03.03.20
Finnland	6	1	0	03.03.20
Algerien	5	0	0	03.03.20
Indien	5	3	0	03.03.20
Mexiko	5	1	0	03.03.20
Pakistan	5	0	0	03.03.20
Tschechien	5	0	0	03.03.20
Aserbaidschan	3	0	0	03.03.20
Georgien	3	0	0	03.03.20
Philippinen	3	1	1	03.03.20
Rumänien	3	0	0	03.03.20
Russland	3	2	0	03.03.20
Ägypten	2	1	0	03.03.20
Brasilien	2	0	0	03.03.20
Estland	2	0	0	03.03.20
Indonesien	2	0	0	03.03.20
Irland	2	0	0	03.03.20
Portugal	2	0	0	03.03.20
Senegal	2	0	0	03.03.20
Afghanistan	1	0	0	03.03.20
Andorra	1	0	0	03.03.20
Argentinien	1	0	0	03.03.20
Armenien	1	0	0	03.03.20
Belarus	1	0	0	03.03.20
Chile	1	0	0	03.03.20
Dominikanische Republik	1	0	0	03.03.20
Jordanien	1	0	0	03.03.20
Kambodscha	1	1	0	03.03.20
Lettland	1	0	0	03.03.20
Litauen	1	0	0	03.03.20
Luxemburg	1	0	0	03.03.20
Marokko	1	0	0	03.03.20
Monaco	1	0	0	03.03.20
Nepal	1	1	0	03.03.20
Neuseeland	1	0	0	03.03.20
Nigeria	1	0	0	03.03.20
Nordmazedonien	1	0	0	03.03.20
Saudiarabien	1	0	0	03.03.20
Sri Lanka	1	1	0	03.03.20
Ukraine	1	0	0	03.03.20
China	80386	50001	2983	04.03.20
Südkorea	5621	41	35	04.03.20
Italien	3089	276	107	04.03.20
Iran	2922	552	92	04.03.20
Kreuzfahrtschiffe und Sonstige	751	10	6	04.03.20
Japan	331	43	6	04.03.20
Frankreich	288	12	4	04.03.20
Deutschland	262	14	0	04.03.20
Spanien	222	2	2	04.03.20
Singapur	110	78	0	04.03.20
USA	104	7	11	04.03.20
Schweiz	90	3	0	04.03.20
Großbritannien	86	8	0	04.03.20
Kuwait	56	0	0	04.03.20
Norwegen	56	0	0	04.03.20
Australien	52	11	2	04.03.20
Bahrain	52	0	0	04.03.20
Malaysia	50	22	0	04.03.20
Thailand	43	31	1	04.03.20
Taiwan	42	12	1	04.03.20
Niederlande	38	0	0	04.03.20
Irak	35	0	2	04.03.20
Schweden	35	0	0	04.03.20
Kanada	33	6	0	04.03.20
Österreich	29	0	0	04.03.20
Indien	28	3	0	04.03.20
Vereinigte Arabische Emirate	27	5	0	04.03.20
Island	26	0	0	04.03.20
Belgien	23	1	0	04.03.20
San Marino	16	0	1	04.03.20
Vietnam	16	16	0	04.03.20
Israel	15	1	0	04.03.20
Oman	15	2	0	04.03.20
Libanon	13	1	0	04.03.20
Algerien	12	0	0	04.03.20
Dänemark	11	0	0	04.03.20
Ecuador	10	0	0	04.03.20
Kroatien	10	0	0	04.03.20
Griechenland	9	0	0	04.03.20
Katar	8	0	0	04.03.20
Tschechien	8	0	0	04.03.20
Belarus	6	0	0	04.03.20
Finnland	6	1	0	04.03.20
Irland	6	0	0	04.03.20
Mexiko	5	1	0	04.03.20
Pakistan	5	0	0	04.03.20
Portugal	5	0	0	04.03.20
Brasilien	4	0	0	04.03.20
Rumänien	4	1	0	04.03.20
Senegal	4	0	0	04.03.20
Aserbaidschan	3	0	0	04.03.20
Georgien	3	0	0	04.03.20
Neuseeland	3	0	0	04.03.20
Philippinen	3	1	1	04.03.20
Russland	3	2	0	04.03.20
Ägypten	2	1	0	04.03.20
Estland	2	0	0	04.03.20
Indonesien	2	0	0	04.03.20
Ungarn	2	0	0	04.03.20
Afghanistan	1	0	0	04.03.20
Andorra	1	0	0	04.03.20
Argentinien	1	0	0	04.03.20
Armenien	1	0	0	04.03.20
Chile	1	0	0	04.03.20
Dominikanische Republik	1	0	0	04.03.20
Jordanien	1	0	0	04.03.20
Kambodscha	1	1	0	04.03.20
Lettland	1	0	0	04.03.20
Liechtenstein	1	0	0	04.03.20
Litauen	1	0	0	04.03.20
Luxemburg	1	0	0	04.03.20
Marokko	1	0	0	04.03.20
Monaco	1	0	0	04.03.20
Nepal	1	1	0	04.03.20
Nigeria	1	0	0	04.03.20
Nordmazedonien	1	0	0	04.03.20
Polen	1	0	0	04.03.20
Saudiarabien	1	0	0	04.03.20
Sri Lanka	1	1	0	04.03.20
Tunesien	1	0	0	04.03.20
Ukraine	1	0	0	04.03.20
China	80537	52292	3015	05.03.20
Südkorea	6088	41	35	05.03.20
Italien	3858	414	148	05.03.20
Iran	3513	739	107	05.03.20
Kreuzfahrtschiffe und Sonstige	751	10	6	05.03.20
Deutschland	400	14	0	05.03.20
Frankreich	380	12	6	05.03.20
Japan	360	43	6	05.03.20
Spanien	259	2	3	05.03.20
USA	172	7	12	05.03.20
Singapur	117	78	0	05.03.20
Großbritannien	116	8	1	05.03.20
Schweiz	114	3	1	05.03.20
Schweden	94	0	0	05.03.20
Norwegen	87	0	0	05.03.20
Niederlande	82	0	0	05.03.20
Kuwait	58	0	0	05.03.20
Australien	55	21	2	05.03.20
Bahrain	55	0	0	05.03.20
Belgien	50	1	0	05.03.20
Malaysia	50	22	0	05.03.20
Thailand	47	31	1	05.03.20
Taiwan	44	12	1	05.03.20
Österreich	41	0	0	05.03.20
Kanada	37	6	0	05.03.20
Irak	35	0	2	05.03.20
Island	34	0	0	05.03.20
Griechenland	31	0	0	05.03.20
Indien	30	3	0	05.03.20
Vereinigte Arabische Emirate	29	5	0	05.03.20
San Marino	21	0	1	05.03.20
Israel	20	1	0	05.03.20
Libanon	16	1	0	05.03.20
Oman	16	2	0	05.03.20
Vietnam	16	16	0	05.03.20
Ecuador	13	0	0	05.03.20
Algerien	12	0	0	05.03.20
Finnland	12	1	0	05.03.20
Tschechien	12	0	0	05.03.20
Dänemark	11	0	0	05.03.20
Kroatien	10	0	0	05.03.20
Katar	8	0	0	05.03.20
Portugal	8	0	0	05.03.20
Aserbaidschan	6	0	0	05.03.20
Belarus	6	0	0	05.03.20
Irland	6	0	0	05.03.20
Rumänien	6	1	0	05.03.20
Mexiko	5	1	0	05.03.20
Pakistan	5	0	0	05.03.20
Saudiarabien	5	0	0	05.03.20
Brasilien	4	0	0	05.03.20
Chile	4	0	0	05.03.20
Georgien	4	0	0	05.03.20
Russland	4	2	0	05.03.20
Senegal	4	0	0	05.03.20
Ägypten	3	1	0	05.03.20
Estland	3	0	0	05.03.20
Neuseeland	3	0	0	05.03.20
Philippinen	3	1	1	05.03.20
Bosnien und Herzegowina	2	0	0	05.03.20
Indonesien	2	0	0	05.03.20
Marokko	2	0	0	05.03.20
Slowenien	2	0	0	05.03.20
Ungarn	2	0	0	05.03.20
Afghanistan	1	0	0	05.03.20
Andorra	1	0	0	05.03.20
Argentinien	1	0	0	05.03.20
Armenien	1	0	0	05.03.20
Dominikanische Republik	1	0	0	05.03.20
Jordanien	1	0	0	05.03.20
Kambodscha	1	1	0	05.03.20
Lettland	1	0	0	05.03.20
Liechtenstein	1	0	0	05.03.20
Litauen	1	0	0	05.03.20
Luxemburg	1	0	0	05.03.20
Monaco	1	0	0	05.03.20
Nepal	1	1	0	05.03.20
Nigeria	1	0	0	05.03.20
Nordmazedonien	1	0	0	05.03.20
Polen	1	0	0	05.03.20
Sri Lanka	1	1	0	05.03.20
Südafrika	1	0	0	05.03.20
Tunesien	1	0	0	05.03.20
Ukraine	1	0	0	05.03.20
China	80690	53944	3044	06.03.20
Südkorea	6593	135	42	06.03.20
Iran	4747	913	124	06.03.20
Italien	4636	523	197	06.03.20
Kreuzfahrtschiffe und Sonstige	741	40	6	06.03.20
Frankreich	656	12	9	06.03.20
Deutschland	639	14	0	06.03.20
Japan	420	46	6	06.03.20
Spanien	400	2	5	06.03.20
USA	217	7	14	06.03.20
Schweiz	214	3	1	06.03.20
Großbritannien	164	8	2	06.03.20
Singapur	130	78	0	06.03.20
Niederlande	128	0	1	06.03.20
Belgien	109	1	0	06.03.20
Norwegen	108	0	0	06.03.20
Schweden	101	0	0	06.03.20
Malaysia	83	22	0	06.03.20
Australien	60	21	2	06.03.20
Bahrain	60	4	0	06.03.20
Kuwait	58	0	0	06.03.20
Österreich	55	0	0	06.03.20
Kanada	49	6	0	06.03.20
Thailand	48	31	1	06.03.20
Griechenland	45	0	0	06.03.20
Taiwan	45	12	1	06.03.20
Island	43	0	0	06.03.20
Irak	40	0	3	06.03.20
Israel	37	2	0	06.03.20
Indien	31	3	0	06.03.20
Vereinigte Arabische Emirate	29	5	0	06.03.20
Dänemark	24	1	0	06.03.20
Libanon	22	1	0	06.03.20
San Marino	21	0	1	06.03.20
Irland	18	0	0	06.03.20
Tschechien	18	0	0	06.03.20
Algerien	17	0	0	06.03.20
Oman	16	2	0	06.03.20
Vietnam	16	16	0	06.03.20
Ägypten	15	1	0	06.03.20
Finnland	15	1	0	06.03.20
Brasilien	13	0	0	06.03.20
Ecuador	13	0	0	06.03.20
Portugal	13	0	0	06.03.20
Russland	13	2	0	06.03.20
Kroatien	11	0	0	06.03.20
Estland	10	0	0	06.03.20
Rumänien	9	1	0	06.03.20
Katar	8	0	0	06.03.20
Slowenien	7	0	0	06.03.20
Aserbaidschan	6	0	0	06.03.20
Belarus	6	0	0	06.03.20
Mexiko	6	1	0	06.03.20
Pakistan	6	0	0	06.03.20
Philippinen	5	1	1	06.03.20
Polen	5	0	0	06.03.20
Saudiarabien	5	0	0	06.03.20
Chile	4	0	0	06.03.20
Georgien	4	0	0	06.03.20
Indonesien	4	0	0	06.03.20
Neuseeland	4	0	0	06.03.20
Senegal	4	0	0	06.03.20
Nordmazedonien	3	0	0	06.03.20
Argentinien	2	0	0	06.03.20
Bosnien und Herzegowina	2	0	0	06.03.20
Dominikanische Republik	2	0	0	06.03.20
Luxemburg	2	0	0	06.03.20
Marokko	2	0	0	06.03.20
Ungarn	2	0	0	06.03.20
Afghanistan	1	0	0	06.03.20
Andorra	1	0	0	06.03.20
Armenien	1	0	0	06.03.20
Bhutan	1	0	0	06.03.20
Costa Rica	1	0	0	06.03.20
Jordanien	1	0	0	06.03.20
Kambodscha	1	1	0	06.03.20
Kamerun	1	0	0	06.03.20
Kolumbien	1	0	0	06.03.20
Lettland	1	0	0	06.03.20
Liechtenstein	1	0	0	06.03.20
Litauen	1	0	0	06.03.20
Monaco	1	0	0	06.03.20
Nepal	1	1	0	06.03.20
Nigeria	1	0	0	06.03.20
Peru	1	0	0	06.03.20
Serbien	1	0	0	06.03.20
Slowakei	1	0	0	06.03.20
Sri Lanka	1	1	0	06.03.20
Südafrika	1	0	0	06.03.20
Togo	1	0	0	06.03.20
Tunesien	1	0	0	06.03.20
Ukraine	1	0	0	06.03.20
Vatikan	1	0	0	06.03.20
China	80770	55539	3072	07.03.20
Südkorea	7041	135	44	07.03.20
Italien	5883	589	233	07.03.20
Iran	5823	1669	145	07.03.20
Frankreich	957	12	11	07.03.20
Deutschland	795	14	0	07.03.20
Kreuzfahrtschiffe und Sonstige	741	40	6	07.03.20
Spanien	500	30	10	07.03.20
Japan	461	76	6	07.03.20
USA	357	7	17	07.03.20
Schweiz	268	3	1	07.03.20
Großbritannien	207	18	2	07.03.20
Niederlande	188	0	1	07.03.20
Belgien	169	1	0	07.03.20
Schweden	161	0	0	07.03.20
Norwegen	147	0	0	07.03.20
Singapur	138	78	0	07.03.20
Malaysia	93	23	0	07.03.20
Bahrain	85	4	0	07.03.20
Österreich	79	0	0	07.03.20
Australien	63	21	2	07.03.20
Kuwait	61	0	0	07.03.20
Irak	54	0	4	07.03.20
Kanada	54	8	0	07.03.20
Island	50	0	0	07.03.20
Thailand	50	31	1	07.03.20
Griechenland	46	0	0	07.03.20
Taiwan	45	12	1	07.03.20
Vereinigte Arabische Emirate	45	7	0	07.03.20
Israel	43	2	0	07.03.20
Indien	34	3	0	07.03.20
Dänemark	24	1	0	07.03.20
San Marino	23	0	1	07.03.20
Libanon	22	1	0	07.03.20
Portugal	20	0	0	07.03.20
Tschechien	19	0	0	07.03.20
Irland	18	0	0	07.03.20
Vietnam	18	16	0	07.03.20
Algerien	17	0	0	07.03.20
Oman	16	2	0	07.03.20
Ägypten	15	1	0	07.03.20
Finnland	15	1	0	07.03.20
Brasilien	13	0	0	07.03.20
Ecuador	13	0	0	07.03.20
Russland	13	2	0	07.03.20
Kroatien	12	0	0	07.03.20
Estland	10	0	0	07.03.20
Aserbaidschan	9	0	0	07.03.20
Rumänien	9	3	0	07.03.20
Argentinien	8	0	0	07.03.20
Katar	8	0	0	07.03.20
Slowenien	7	0	0	07.03.20
Belarus	6	0	0	07.03.20
Mexiko	6	1	0	07.03.20
Pakistan	6	0	0	07.03.20
Philippinen	6	1	1	07.03.20
Neuseeland	5	0	0	07.03.20
Polen	5	0	0	07.03.20
Saudiarabien	5	0	0	07.03.20
Chile	4	0	0	07.03.20
Georgien	4	0	0	07.03.20
Indonesien	4	0	0	07.03.20
Senegal	4	0	0	07.03.20
Ungarn	4	0	0	07.03.20
Bosnien und Herzegowina	3	0	0	07.03.20
Malta	3	0	0	07.03.20
